What electricity?,Electricity charged particles.,,
What energy?,Energy capacity work.,,
What power?,Power energy rate.,,
What source?,Source origin.,,
What resource?,Resource available supply.,,
What renewable?,Renewable replenishes naturally.,,
What nonrenewable?,Nonrenewable finite supply.,,
What sustainable?,Sustainable maintains long-term.,,
What environment?,Environment surroundings.,,
What nature?,Nature physical world.,,
What world?,World Earth/humanity.,,
What earth?,Earth our planet.,,
What planet?,Planet celestial body.,,
What solar system?,Solar system sun/planets.,,
What sun?,Sun our star.,,
What star?,Star luminous sphere.,,
What galaxy?,Galaxy star system.,,
What universe?,Universe all existence.,,
What space?,Space cosmic expanse.,,
What time?,Time duration/sequence.,,
What dimension?,Dimension measurable extent.,,
What reality?,Reality actual existence.,,
What existence?,Existence state being.,,
What being?,Being entity.,,
What entity?,Entity distinct existence.,,
What thing?,Thing object/entity.,,
What object?,Object material thing.,,
What subject?,Subject topic/entity.,,
What person?,Person human individual.,,
What human?,Human Homo sapiens.,,
What man?,Man adult male.,,
What woman?,Woman adult female.,,
What child?,Child young person.,,
What adult?,Adult mature person.,,
What individual?,Individual single person.,,
What people?,People persons collectively.,,
What person?,Person individual.,,
What self?,Self own person.,,
What other?,Other different person.,,
What society?,Society organized people.,,
What culture?,Culture societal customs.,,
What civilization?,Civilization advanced society.,,
What history?,History past events.,,
What past?,Past time before now.,,
What present?,Present current time.,,
What future?,Future time ahead.,,
What now?,Now present moment.,,
What then?,Then past/future time.,,
What when?,When at what time.,,
What where?,Where at what place.,,
What why?,Why for what reason.,,
What how?,How in what way.,,
What which?,Which what one.,,
What what?,What thing.,,
What who?,Who person.,,
What whom?,Whom object who.,,
What whose?,Whose possession.,,
What that?,That specific thing.,,
What this?,This near thing.,,
What these?,These plural this.,,
What those?,Those plural that.,,
What it?,It neuter thing.,,
What he?,He male person.,,
What she?,She female person.,,
What they?,They plural/neutral.,,
What we?,We inclusive.,,
What you?,You addressed.,,
What me?,Me object I.,,
What I?,I speaker.,,
What my?,My possessive I.,,
What mine?,Mine possessive pronoun I.,,
What your?,Your possessive you.,,
What yours?,Yours possessive pronoun you.,,
What his?,His possessive he.,,
What hers?,Hers possessive pronoun she.,,
What its?,Its possessive it.,,
What their?,Their possessive they.,,
What theirs?,Theirs possessive pronoun they.,,
What our?,Our possessive we.,,
What ours?,Ours possessive pronoun we.,,
What myself?,Myself reflexive I.,,
What yourself?,Yourself reflexive you.,,
What himself?,Himself reflexive he.,,
What herself?,Herself reflexive she.,,
What itself?,Itself reflexive it.,,
What themselves?,Themselves reflexive they.,,
What ourselves?,Ourselves reflexive we.,,
What yours?,Yours reflexive you plural.,,
What who?,Who questions person.,,
What whom?,Whom questions object person.,,
What whose?,Whose questions possession.,,
What what?,What questions thing.,,
What when?,When questions time.,,
What where?,Where questions place.,,
What why?,Why questions reason.,,
What how?,How questions manner.,,
What which?,Which questions choice.,,
What whether?,Whether questions alternatives.,,
What if?,If conditions.,,
What then?,Then consequently.,,
What else?,Else alternatively.,,
What because?,Because gives reason.,,
What since?,Since time/reason.,,
What as?,As comparison/role.,,
What than?,Than comparison.,,
What like?,Like similar/resembles.,,
What such?,Such of that kind.,,
What same?,Same identical.,,
What different?,Different unlike.,,
What other?,Other additional/distinct.,,
What another?,Another additional one.,,
What each?,Every one individually.,,
What every?,All without exception.,,
What all?,All collectively.,,
What any?,Any whatever chosen.,,
What some?,Some unspecified amount.,,
What none?,None not any.,,
What few?,Few small number.,,
What many?,Many large number.,,
What much?,Much large amount.,,
What little?,Little small amount.,,
What more?,More additional quantity.,,
What less?,Less reduced quantity.,,
What most?,Most greatest part.,,
What least?,Least smallest.,,
What enough?,Enough sufficient.,,
What too?,Too excessively.,,
What very?,Very extremely.,,
What quite?,Completely/rather.,,
What rather?,Preferably/somewhat.,,
What somewhat?,Somewhat moderately.,,
What almost?,Almost nearly.,,
What nearly?,Nearly almost.,,
What about?,Concerning/approximately.,,
What above?,Above higher position.,,
What below?,Below lower position.,,
What under?,Under beneath.,,
What over?,Over above/across.,,
What between?,Between middle position.,,
What among?,Among surrounded by.,,
What around?,Around encircling.,,
What through?,Through entering/exiting.,,
What across?,Across traversing.,,
What along?,Along lengthwise.,,
What beside?,Beside next to.,,
What behind?,Behind rear position.,,
What in front?,In front forward position.,,
What inside?,Inside interior.,,
What outside?,Outside exterior.,,
What top?,Top highest point.,,
What bottom?,Bottom lowest point.,,
What center?,Center middle point.,,
What middle?,Middle central position.,,
What edge?,Edge boundary.,,
What corner?,Corner angular intersection.,,
What side?,Side lateral surface.,,
What end?,End termination.,,
What beginning?,Beginning start.,,
What start?,Start commence.,,
What finish?,Finish complete.,,
What complete?,Complete whole.,,
What whole?,Whole entire.,,
What part?,Part portion.,,
What piece?,Piece fragment.,,
What bit?,Bit small piece.,,
What fragment?,Fragment broken piece.,,
What section?,Section distinct part.,,
What segment?,Segment divided section.,,
What portion?,Portion allocated part.,,
What fraction?,Fraction numerical part.,,
What percentage?,Percentage per hundred part.,,
What half?,Half equal division.,,
What quarter?,Quarter fourth division.,,
What third?,Third one-third.,,
What whole?,Whole undivided.,,
What total?,Total sum.,,
What sum?,Sum addition total.,,
What add?,Add combine.,,
What subtract?,Subtract remove.,,
What multiply?,Multiply repeated addition.,,
What divide?,Divide share equally.,,
What calculate?,Calculate compute.,,
What compute?,Compute calculate.,,
What count?,Count enumerate.,,
What measure?,Measure quantify.,,
What weigh?,Weigh measure mass.,,
What balance?,Balance equilibrium.,,
What equal?,Equal same value.,,
What unequal?,Unequal different value.,,
What same?,Same identical.,,
What different?,Different distinct.,,
What similar?,Similar alike.,,
What like?,Like resembling.,,
What unlike?,Unlike different.,,
What compare?,Compare examine similarities.,,
What contrast?,Contrast examine differences.,,
What difference?,Difference distinctness.,,
What similarity?,Similarity likeness.,,
What analogy?,Analogy correspondence.,,
What example?,Example illustration.,,
What instance?,Instance occurrence.,,
What case?,Case specific situation.,,
What situation?,Situation circumstances.,,
What circumstance?,Circumstance condition.,,
What condition?,Condition state.,,
What state?,State condition.,,
What status?,Status position/condition.,,
What position?,Position location/rank.,,
What location?,Location place.,,
What place?,Place specific area.,,
What area?,Area region.,,
What region?,Region area.,,
What zone?,Zone designated area.,,
What district?,District administrative region.,,
What territory?,Territory governed land.,,
What country?,Country nation state.,,
What nation?,Nation sovereign state.,,
What state?,State governmental entity.,,
What city?,City large town.,,
What town?,Town populated area.,,
What village?,Village small community.,,
What community?,Community group sharing location/interest.,,
What society?,Society organized community.,,
What culture?,Culture customs/arts.,,
What tradition?,Tradition inherited custom.,,
What custom?,Custom habitual practice.,,
What habit?,Habit regular practice.,,
What routine?,Routine regular procedure.,,
What schedule?,Schedule timed plan.,,
What plan?,Plan intended action.,,
What strategy?,Strategy long-term plan.,,
What tactic?,Tactic short-term action.,,
What method?,Method systematic procedure.,,
What way?,Way manner/path.,,
What means?,Means method/resource.,,
What resource?,Resource supply/asset.,,
What asset?,Asset valuable resource.,,
What liability?,Liability obligation.,,
What debt?,Debt owed obligation.,,
What credit?,Credit deferred payment.,,
What loan?,Loan borrowed money.,,
What interest?,Interest cost/earnings.,,
What rate?,Rate proportion/charge.,,
What percentage?,Percentage per hundred.,,
What proportion?,Proportion comparative relation.,,
What ratio?,Ratio comparative quotient.,,
What fraction?,Fraction part-whole.,,
What decimal?,Decimal fraction base-10.,,
What number?,Number mathematical object.,,
What digit?,Digit numerical symbol.,,
What numeral?,Numeral number symbol.,,
What figure?,Figure number/shape.,,
What shape?,Shape form.,,
What form?,Form structure/shape.,,
What structure?,Structure organized arrangement.,,
What system?,System interacting components.,,
What organization?,Organization structured group.,,
What company?,Company business organization.,,
What business?,Business commercial activity.,,
What commerce?,Commerce trade.,,
What trade?,Trade exchange goods/services.,,
What exchange?,Exchange mutual transfer.,,
What market?,Market trade arena.,,
What economy?,Economy resource management.,,
What finance?,Finance money management.,,
What money?,Money exchange medium.,,
What currency?,Currency money system.,,
What coin?,Coin metal money.,,
What bill?,Bill paper money.,,
What cash?,Cash physical money.,,
What digital?,Digital electronic representation.,,
What electronic?,Electronic controls electrons.,,
What electricity?,Electricity charged particles.,,
What energy?,Energy capacity work.,,
What power?,Power energy rate.,,
What source?,Source origin.,,
What resource?,Resource available supply.,,
What renewable?,Renewable replenishes naturally.,,
What nonrenewable?,Nonrenewable finite supply.,,
What sustainable?,Sustainable maintains long-term.,,
What environment?,Environment surroundings.,,
What nature?,Nature physical world.,,
What world?,World Earth/humanity.,,
What earth?,Earth our planet.,,
What planet?,Planet celestial body.,,
